event_time_ms,equity_pnl_usdt
1751371200000,0.0
1751371201000,0.0
1751371202000,0.0
1751371203001,0.0
1751371204000,0.0
1751371205003,0.0
1751371206001,0.0
1751371207001,0.0
1751371208001,0.0
1751371209001,0.0
1751371210003,0.0
1751371211001,0.0
1751371212000,0.0
1751371213000,0.0
1751371214003,0.0
1751371215000,0.0
1751371216000,0.0
1751371217002,0.0
1751371218002,0.0
1751371219001,0.0
1751371220000,0.0
1751371221001,0.0
1751371222001,0.0
1751371223001,0.0
1751371224003,0.0
1751371225000,0.0
1751371226004,0.0
1751371227000,0.0
1751371228000,0.0
1751371229002,0.0
1751371230001,0.0
1751371231000,-0.04754570217000201
1751371232000,-0.047549397830010824
1751371233001,-0.047549397830010824
1751371234003,-0.048378278260006305
1751371235002,-0.048378278260006305
1751371236000,-0.04837762609000838
1751371237000,-0.04837762609000838
1751371238002,-0.04839132174000024
1751371239000,-0.04998420942000285
1751371240000,-0.04998420942000285
1751371241000,-0.049983557250004924
1751371242004,-0.049990731159999816
1751371243000,-0.049983557250004924
1751371244002,-0.04997986159001066
1751371245000,-0.05182732898999875
1751371246000,-0.054005807249999455
1751371247000,-0.054536676810010065
1751371248000,-0.0596818941999989
1751371249000,-0.05968624203000564
1751371250000,-0.061154426810000405
1751371251000,-0.061154426810000405
1751371252000,-0.0611637746400118
1751371253000,-0.0611637746400118
1751371254002,-0.06153116594000658
1751371255000,-0.06153116594000658
1751371256001,-0.06256619590999962
1751371257000,-0.06256032634000058
1751371258000,-0.06255532634001047
1751371259000,-0.061872065480001584
1751371260001,-0.061872065480001584
1751371261002,-0.06177505000000001
1751371262000,-0.06187505000000583
1751371263000,-0.06187505000000583
1751371264001,-0.06177505000000001
1751371265000,-0.06177505000000001
1751371266001,-0.06187505000000583
1751371267000,-0.06177505000000001
1751371268003,-0.06177505000000001
1751371269000,-0.06187505000000583
1751371270002,-0.06187505000000583
1751371271001,-0.06187505000000583
1751371272000,-0.06187505000000583
1751371273001,-0.06177505000000001
1751371274002,-0.054475050000011654
1751371275001,-0.047975050000011656
1751371276000,-0.047975050000011656
1751371277000,-0.047975050000011656
1751371278002,-0.047975050000011656
1751371279000,-0.04347505000001165
1751371280003,-0.043375050000005834
1751371281001,-0.04347505000001165
1751371282000,-0.04347505000001165
1751371283000,-0.043375050000005834
1751371284000,-0.043375050000005834
1751371285002,-0.043375050000005834
1751371286003,-0.04347505000001165
1751371287002,-0.04347505000001165
1751371288000,-0.043375050000005834
1751371289000,-0.043375050000005834
1751371290000,-0.043375050000005834
1751371291001,-0.09675500000001165
1751371292000,-0.09675500000001165
1751371293001,-0.09675500000001165
1751371294001,-0.09675500000001165
1751371295000,-0.09675500000001165
1751371296000,-0.09675500000001165
1751371297001,-0.09675500000001165
1751371298000,-0.09675500000001165
1751371299003,-0.09675500000001165
1751371300002,-0.09675500000001165
1751371301002,-0.09675500000001165
1751371302000,-0.09675500000001165
1751371303000,-0.09675500000001165
1751371304001,-0.09675500000001165
1751371305000,-0.09675500000001165
1751371306000,-0.09675500000001165
1751371307002,-0.09675500000001165
1751371308000,-0.09675500000001165
1751371309000,-0.09675500000001165
1751371310000,-0.09675500000001165
1751371311000,-0.09675500000001165
1751371312002,-0.09675500000001165
1751371313001,-0.09675500000001165
1751371314000,-0.09675500000001165
1751371315000,-0.09675500000001165
1751371316001,-0.09675500000001165
1751371317001,-0.09675500000001165
1751371318000,-0.09675500000001165
1751371319000,-0.09675500000001165
1751371320001,-0.09675500000001165
1751371321000,-0.09675500000001165
1751371322000,-0.09675500000001165
1751371323002,-0.09675500000001165
1751371324001,-0.09675500000001165
1751371325002,-0.09675500000001165
1751371326000,-0.09675500000001165
1751371327002,-0.09675500000001165
1751371328001,-0.09675500000001165
1751371329001,-0.09675500000001165
1751371330002,-0.09675500000001165
1751371331001,-0.09675500000001165
1751371332000,-0.09675500000001165
1751371333000,-0.09675500000001165
1751371334002,-0.09675500000001165
1751371335003,-0.09675500000001165
1751371336000,-0.09675500000001165
1751371337000,-0.09675500000001165
1751371338003,-0.09675500000001165
1751371339000,-0.09675500000001165
1751371340000,-0.09675500000001165
1751371341001,-0.09675500000001165
1751371342000,-0.09675500000001165
1751371343001,-0.09675500000001165
1751371344001,-0.09675500000001165
1751371345000,-0.09675500000001165
1751371346000,-0.09675500000001165
1751371347001,-0.09675500000001165
1751371348002,-0.09675500000001165
1751371349001,-0.09675500000001165
1751371350000,-0.09675500000001165
1751371351000,-0.14526430725001727
1751371352000,-0.14525561159001835
1751371353001,-0.14525495942002042
1751371354002,-0.1451403942000138
1751371355000,-0.1402300500000233
1751371356001,-0.1402300500000233
1751371357000,-0.1402300500000233
1751371358002,-0.1402300500000233
1751371359000,-0.14013005000001746
1751371360000,-0.1402300500000233
1751371361000,-0.1402300500000233
1751371362000,-0.12963005000001748
1751371363000,-0.12963005000001748
1751371364001,-0.12953005000001167
1751371365000,-0.12953005000001167
1751371366000,-0.12963005000001748
1751371367000,-0.1264300500000204
1751371368001,-0.11283005000001456
1751371369001,-0.11113005000001747
1751371370001,-0.10883005000001456
1751371371000,-0.09013005000001748
1751371372000,-0.09013005000001748
1751371373000,-0.09013005000001748
1751371374001,-0.09023005000002329
1751371375002,-0.09013005000001748
1751371376000,-0.09013005000001748
1751371377000,-0.09013005000001748
1751371378000,-0.09013005000001748
1751371379000,-0.09283005000001457
1751371380004,-0.09283005000001457
1751371381001,-0.09283005000001457
1751371382000,-0.09293005000002039
1751371383000,-0.09283005000001457
1751371384001,-0.09283005000001457
1751371385000,-0.09283005000001457
1751371386000,-0.09283005000001457
1751371387002,-0.09293005000002039
1751371388002,-0.09283005000001457
1751371389000,-0.09283005000001457
1751371390000,-0.09283005000001457
1751371391001,-0.09283005000001457
1751371392000,-0.09553005000001166
1751371393000,-0.09917408464001663
1751371394000,-0.09834207899002238
1751371395002,-0.09834207899002238
1751371396001,-0.09836099203001822
1751371397001,-0.09837186159002476
1751371398001,-0.09836686159002009
1751371399002,-0.09756172754001044
1751371400001,-0.09756107536001535
1751371401000,-0.0975623797100229
1751371402000,-0.0975623797100229
1751371403001,-0.0975623797100229
1751371404000,-0.09752194493001615
1751371405000,-0.0965911623200186
1751371406000,-0.09657811884002465
1751371407001,-0.09660268406002022
1751371408000,-0.09254181449001361
1751371409000,-0.09255855362001919
1751371410001,-0.09191414420002136
1751371411001,-0.15353000000002331
1751371412000,-0.15353000000002331
1751371413001,-0.15353000000002331
1751371414000,-0.15353000000002331
1751371415000,-0.15353000000002331
1751371416000,-0.15353000000002331
1751371417000,-0.15353000000002331
1751371418000,-0.15353000000002331
1751371419001,-0.15353000000002331
1751371420001,-0.15353000000002331
1751371421003,-0.15353000000002331
1751371422000,-0.15353000000002331
1751371423000,-0.15353000000002331
1751371424001,-0.15353000000002331
1751371425003,-0.15353000000002331
1751371426000,-0.15353000000002331
1751371427000,-0.15353000000002331
1751371428001,-0.15353000000002331
1751371429002,-0.15353000000002331
1751371430002,-0.15353000000002331
1751371431001,-0.15353000000002331
1751371432000,-0.15353000000002331
1751371433003,-0.15353000000002331
1751371434000,-0.15353000000002331
1751371435003,-0.15353000000002331
1751371436001,-0.15353000000002331
1751371437001,-0.15353000000002331
1751371438000,-0.15353000000002331
1751371439002,-0.15353000000002331
1751371440000,-0.15353000000002331
1751371441002,-0.15353000000002331
1751371442000,-0.15353000000002331
1751371443000,-0.15353000000002331
1751371444000,-0.15353000000002331
1751371445000,-0.15353000000002331
1751371446000,-0.15353000000002331
1751371447003,-0.15353000000002331
1751371448001,-0.15353000000002331
1751371449000,-0.15353000000002331
1751371450000,-0.15353000000002331
1751371451000,-0.15353000000002331
1751371452000,-0.15353000000002331
1751371453002,-0.15353000000002331
1751371454001,-0.15353000000002331
1751371455003,-0.15353000000002331
1751371456000,-0.15353000000002331
1751371457002,-0.15353000000002331
1751371458002,-0.15353000000002331
1751371459000,-0.15353000000002331
1751371460003,-0.15353000000002331
1751371461000,-0.15353000000002331
1751371462000,-0.15353000000002331
1751371463000,-0.15353000000002331
1751371464000,-0.15353000000002331
1751371465000,-0.15353000000002331
1751371466002,-0.15353000000002331
1751371467000,-0.15353000000002331
1751371468001,-0.15353000000002331
1751371469001,-0.15353000000002331
1751371470001,-0.15353000000002331
1751371471000,-0.20685976594002498
1751371472000,-0.2068464000000233
1751371473000,-0.2068464000000233
1751371474000,-0.20639954493002663
1751371475000,-0.20639519710001988
1751371476000,-0.20639454493002196
1751371477001,-0.20638150145002804
1751371478000,-0.20639454493002196
1751371479000,-0.20604609203002403
1751371480000,-0.20605043986003077
1751371481000,-0.20625109203002578
1751371482003,-0.20626348333002464
1751371483001,-0.20626348333002464
1751371484002,-0.20621899058003257
1751371485000,-0.20244640000002911
1751371486000,-0.20244640000002911
1751371487002,-0.2025464000000204
1751371488000,-0.20244640000002911
1751371489001,-0.2025464000000204
1751371490002,-0.19604640000002038
1751371491001,-0.18974640000003204
1751371492001,-0.18964640000002622
1751371493000,-0.18964640000002622
1751371494001,-0.18964640000002622
1751371495000,-0.18974640000003204
1751371496003,-0.18964640000002622
1751371497000,-0.18964640000002622
1751371498000,-0.18964640000002622
1751371499000,-0.18964640000002622
1751371500000,-0.18964640000002622
1751371501001,-0.18964640000002622
1751371502000,-0.18964640000002622
1751371503000,-0.18964640000002622
1751371504004,-0.18664640000002622
1751371505001,-0.18314640000002622
1751371506001,-0.18314640000002622
1751371507001,-0.18314640000002622
1751371508000,-0.18314640000002622
1751371509000,-0.18314640000002622
1751371510002,-0.18314640000002622
1751371511001,-0.18314640000002622
1751371512001,-0.18314640000002622
1751371513001,-0.18324640000003203
1751371514000,-0.18314640000002622
1751371515002,-0.18314640000002622
1751371516000,-0.18314640000002622
1751371517001,-0.18314640000002622
1751371518000,-0.18314640000002622
1751371519000,-0.18324640000003203
1751371520001,-0.18324640000003203
1751371521001,-0.18314640000002622
1751371522001,-0.18314640000002622
1751371523001,-0.18208868261003155
1751371524002,-0.18148629130002447
1751371525001,-0.18148694348001956
1751371526001,-0.1814934652200311
1751371527000,-0.18140752681002706
1751371528001,-0.18140904855001938
1751371529001,-0.18125535290002812
1751371530001,-0.18139230942002835
1751371531002,-0.24297140000002623
1751371532001,-0.24297140000002623
1751371533001,-0.24297140000002623
1751371534000,-0.24297140000002623
1751371535000,-0.24297140000002623
1751371536002,-0.24297140000002623
1751371537002,-0.24297140000002623
1751371538000,-0.24297140000002623
1751371539000,-0.24297140000002623
1751371540000,-0.24297140000002623
1751371541000,-0.24297140000002623
1751371542002,-0.24297140000002623
1751371543000,-0.24297140000002623
1751371544001,-0.24297140000002623
1751371545000,-0.24297140000002623
1751371546000,-0.24297140000002623
1751371547001,-0.24297140000002623
1751371548000,-0.24297140000002623
