event_time_ms,equity_pnl_usdt
1751371549001,-0.24297140000002623
1751371550000,-0.24297140000002623
1751371551000,-0.24297140000002623
1751371552000,-0.24297140000002623
1751371553001,-0.24297140000002623
1751371554000,-0.24297140000002623
1751371555001,-0.24297140000002623
1751371556004,-0.24297140000002623
1751371557004,-0.24297140000002623
1751371558001,-0.24297140000002623
1751371559000,-0.24297140000002623
1751371560000,-0.24297140000002623
1751371561000,-0.24297140000002623
1751371562002,-0.24297140000002623
1751371563000,-0.24297140000002623
1751371564001,-0.24297140000002623
1751371565001,-0.24297140000002623
1751371566002,-0.24297140000002623
1751371567000,-0.24297140000002623
1751371568000,-0.24297140000002623
1751371569001,-0.24297140000002623
1751371570003,-0.24297140000002623
1751371571000,-0.24297140000002623
1751371572000,-0.24297140000002623
1751371573000,-0.24297140000002623
1751371574000,-0.24297140000002623
1751371575000,-0.24297140000002623
1751371576000,-0.24297140000002623
1751371577001,-0.24297140000002623
1751371578002,-0.24297140000002623
1751371579000,-0.24297140000002623
1751371580000,-0.24297140000002623
1751371581000,-0.24297140000002623
1751371582000,-0.24297140000002623
1751371583000,-0.24297140000002623
1751371584001,-0.24297140000002623
1751371585000,-0.24297140000002623
1751371586000,-0.24297140000002623
1751371587001,-0.24297140000002623
1751371588000,-0.24297140000002623
1751371589001,-0.24297140000002623
1751371590001,-0.24297140000002623
1751371591002,-0.24297140000002623
1751371592000,-0.24297140000002623
1751371593000,-0.24297140000002623
1751371594000,-0.24297140000002623
1751371595000,-0.24297140000002623
1751371596000,-0.24297140000002623
1751371597002,-0.24297140000002623
1751371598000,-0.24297140000002623
1751371599002,-0.24297140000002623
1751371600000,-0.24297140000002623
1751371601000,-0.24297140000002623
1751371602001,-0.24297140000002623
1751371603000,-0.24297140000002623
1751371604001,-0.24297140000002623
1751371605000,-0.24297140000002623
1751371606000,-0.24297140000002623
1751371607001,-0.24297140000002623
1751371608000,-0.24297140000002623
1751371609001,-0.24297140000002623
1751371610001,-0.24297140000002623
1751371611000,-0.24297140000002623
1751371612004,-0.24297140000002623
1751371613000,-0.24297140000002623
1751371614001,-0.24297140000002623
1751371615001,-0.24297140000002623
1751371616001,-0.24297140000002623
1751371617003,-0.24297140000002623
1751371618002,-0.24297140000002623
1751371619001,-0.24297140000002623
1751371620000,-0.24297140000002623
1751371621001,-0.24297140000002623
1751371622000,-0.24297140000002623
1751371623000,-0.24297140000002623
1751371624002,-0.24297140000002623
1751371625000,-0.24297140000002623
1751371626000,-0.24297140000002623
1751371627002,-0.24297140000002623
1751371628000,-0.24297140000002623
1751371629000,-0.24297140000002623
1751371630001,-0.24297140000002623
1751371631001,-0.24297140000002623
1751371632000,-0.24297140000002623
1751371633002,-0.24297140000002623
1751371634001,-0.24297140000002623
1751371635000,-0.24297140000002623
1751371636003,-0.24297140000002623
1751371637001,-0.24297140000002623
1751371638002,-0.24297140000002623
1751371639001,-0.24297140000002623
1751371640001,-0.24297140000002623
1751371641000,-0.24297140000002623
1751371642001,-0.24297140000002623
1751371643000,-0.24297140000002623
1751371644001,-0.24297140000002623
1751371645001,-0.24297140000002623
1751371646000,-0.24297140000002623
1751371647000,-0.24297140000002623
1751371648000,-0.24297140000002623
1751371649000,-0.24297140000002623
1751371650000,-0.24297140000002623
1751371651000,-0.24297140000002623
1751371652000,-0.24297140000002623
1751371653001,-0.24297140000002623
1751371654003,-0.24297140000002623
1751371655000,-0.24297140000002623
1751371656000,-0.24297140000002623
1751371657000,-0.24297140000002623
1751371658000,-0.24297140000002623
1751371659000,-0.24297140000002623
1751371660001,-0.24297140000002623
1751371661000,-0.24297140000002623
1751371662000,-0.24297140000002623
1751371663004,-0.24297140000002623
1751371664000,-0.24297140000002623
1751371665000,-0.24297140000002623
1751371666001,-0.24297140000002623
1751371667001,-0.24297140000002623
1751371668000,-0.24297140000002623
1751371669000,-0.24297140000002623
1751371670000,-0.24297140000002623
1751371671001,-0.24297140000002623
1751371672000,-0.24297140000002623
1751371673000,-0.24297140000002623
1751371674001,-0.24297140000002623
1751371675003,-0.24297140000002623
1751371676000,-0.24297140000002623
1751371677000,-0.24297140000002623
1751371678001,-0.24297140000002623
1751371679001,-0.24297140000002623
1751371680001,-0.24297140000002623
1751371681001,-0.24297140000002623
1751371682000,-0.24297140000002623
1751371683000,-0.24297140000002623
1751371684000,-0.24297140000002623
1751371685001,-0.24297140000002623
1751371686000,-0.24297140000002623
1751371687001,-0.24297140000002623
1751371688003,-0.24297140000002623
1751371689000,-0.24297140000002623
1751371690001,-0.24297140000002623
1751371691002,-0.24297140000002623
1751371692001,-0.24297140000002623
1751371693002,-0.24297140000002623
1751371694000,-0.24297140000002623
1751371695000,-0.24297140000002623
1751371696001,-0.24297140000002623
1751371697000,-0.24297140000002623
1751371698002,-0.24297140000002623
1751371699003,-0.24297140000002623
1751371700000,-0.24297140000002623
1751371701000,-0.24297140000002623
1751371702000,-0.24297140000002623
1751371703002,-0.24297140000002623
1751371704001,-0.24297140000002623
1751371705000,-0.24297140000002623
1751371706000,-0.24297140000002623
1751371707001,-0.24297140000002623
1751371708000,-0.24297140000002623
1751371709000,-0.24297140000002623
1751371710004,-0.24297140000002623
1751371711002,-0.24297140000002623
1751371712000,-0.24297140000002623
1751371713001,-0.24297140000002623
1751371714001,-0.24297140000002623
1751371715000,-0.24297140000002623
1751371716001,-0.24297140000002623
1751371717000,-0.24297140000002623
1751371718002,-0.24297140000002623
1751371719000,-0.24297140000002623
1751371720000,-0.24297140000002623
1751371721000,-0.24297140000002623
1751371722001,-0.24297140000002623
1751371723000,-0.24297140000002623
1751371724000,-0.24297140000002623
1751371725000,-0.24297140000002623
1751371726000,-0.24297140000002623
1751371727001,-0.24297140000002623
1751371728001,-0.24297140000002623
1751371729001,-0.24297140000002623
1751371730000,-0.24297140000002623
1751371731000,-0.24297140000002623
1751371732001,-0.24297140000002623
1751371733000,-0.24297140000002623
1751371734001,-0.24297140000002623
1751371735001,-0.24297140000002623
1751371736003,-0.24297140000002623
1751371737000,-0.24297140000002623
1751371738002,-0.24297140000002623
1751371739000,-0.24297140000002623
1751371740000,-0.24297140000002623
1751371741001,-0.24297140000002623
1751371742001,-0.24297140000002623
1751371743003,-0.24297140000002623
1751371744000,-0.24297140000002623
1751371745002,-0.24297140000002623
1751371746000,-0.24297140000002623
1751371747000,-0.24297140000002623
1751371748001,-0.24297140000002623
1751371749000,-0.24297140000002623
1751371750002,-0.24297140000002623
1751371751001,-0.24297140000002623
1751371752000,-0.24297140000002623
1751371753001,-0.24297140000002623
1751371754000,-0.24297140000002623
1751371755004,-0.24297140000002623
1751371756001,-0.24297140000002623
1751371757001,-0.24297140000002623
1751371758002,-0.24297140000002623
1751371759000,-0.24297140000002623
1751371760000,-0.24297140000002623
1751371761000,-0.24297140000002623
1751371762001,-0.24297140000002623
1751371763000,-0.24297140000002623
1751371764000,-0.24297140000002623
1751371765000,-0.24297140000002623
1751371766000,-0.24297140000002623
1751371767000,-0.24297140000002623
1751371768000,-0.24297140000002623
1751371769002,-0.24297140000002623
1751371770000,-0.24297140000002623
1751371771001,-0.24297140000002623
1751371772000,-0.24297140000002623
1751371773002,-0.24297140000002623
1751371774000,-0.24297140000002623
1751371775001,-0.24297140000002623
1751371776000,-0.24297140000002623
1751371777001,-0.24297140000002623
1751371778000,-0.24297140000002623
1751371779002,-0.24297140000002623
1751371780000,-0.24297140000002623
1751371781001,-0.24297140000002623
1751371782000,-0.24297140000002623
1751371783000,-0.24297140000002623
1751371784000,-0.24297140000002623
1751371785001,-0.24297140000002623
1751371786001,-0.24297140000002623
1751371787000,-0.24297140000002623
1751371788002,-0.24297140000002623
1751371789000,-0.24297140000002623
1751371790001,-0.24297140000002623
1751371791000,-0.24297140000002623
1751371792000,-0.24297140000002623
1751371793000,-0.24297140000002623
1751371794000,-0.24297140000002623
1751371795003,-0.24297140000002623
1751371796000,-0.24297140000002623
1751371797000,-0.24297140000002623
1751371798000,-0.24297140000002623
1751371799000,-0.24297140000002623
1751371800001,-0.24297140000002623
1751371801000,-0.24297140000002623
1751371802001,-0.24297140000002623
1751371803000,-0.24297140000002623
1751371804001,-0.24297140000002623
1751371805002,-0.24297140000002623
1751371806000,-0.24297140000002623
1751371807000,-0.24297140000002623
1751371808000,-0.24297140000002623
1751371809000,-0.24297140000002623
1751371810000,-0.24297140000002623
1751371811002,-0.24297140000002623
1751371812000,-0.24297140000002623
1751371813000,-0.24297140000002623
1751371814001,-0.24297140000002623
1751371815000,-0.24297140000002623
1751371816000,-0.24297140000002623
1751371817001,-0.24297140000002623
1751371818002,-0.24297140000002623
1751371819001,-0.24297140000002623
1751371820000,-0.24297140000002623
1751371821000,-0.24297140000002623
1751371822000,-0.24297140000002623
1751371823001,-0.24297140000002623
1751371824002,-0.24297140000002623
1751371825001,-0.24297140000002623
1751371826000,-0.24297140000002623
1751371827003,-0.24297140000002623
1751371828000,-0.24297140000002623
1751371829000,-0.24297140000002623
1751371830000,-0.24297140000002623
1751371831000,-0.24297140000002623
1751371832001,-0.24297140000002623
1751371833000,-0.24297140000002623
1751371834001,-0.24297140000002623
1751371835000,-0.24297140000002623
1751371836000,-0.24297140000002623
1751371837000,-0.24297140000002623
1751371838002,-0.24297140000002623
1751371839001,-0.24297140000002623
1751371840000,-0.24297140000002623
1751371841002,-0.24297140000002623
1751371842000,-0.24297140000002623
1751371843000,-0.24297140000002623
1751371844000,-0.24297140000002623
1751371845000,-0.24297140000002623
1751371846002,-0.24297140000002623
1751371847000,-0.24297140000002623
1751371848001,-0.24297140000002623
1751371849003,-0.24297140000002623
1751371850000,-0.24297140000002623
1751371851000,-0.24297140000002623
1751371852000,-0.24297140000002623
1751371853002,-0.24297140000002623
1751371854000,-0.24297140000002623
1751371855002,-0.24297140000002623
1751371856000,-0.24297140000002623
1751371857000,-0.24297140000002623
1751371858000,-0.24297140000002623
1751371859000,-0.24297140000002623
1751371860000,-0.24297140000002623
1751371861001,-0.24297140000002623
1751371862001,-0.24297140000002623
1751371863002,-0.24297140000002623
1751371864000,-0.24297140000002623
1751371865000,-0.24297140000002623
1751371866001,-0.24297140000002623
1751371867000,-0.24297140000002623
1751371868000,-0.24297140000002623
1751371869001,-0.24297140000002623
1751371870000,-0.24297140000002623
1751371871000,-0.24297140000002623
1751371872000,-0.24297140000002623
1751371873001,-0.24297140000002623
1751371874003,-0.24297140000002623
1751371875001,-0.24297140000002623
1751371876001,-0.24297140000002623
1751371877002,-0.24297140000002623
1751371878000,-0.24297140000002623
1751371879002,-0.24297140000002623
1751371880002,-0.24297140000002623
1751371881000,-0.24297140000002623
1751371882000,-0.24297140000002623
1751371883000,-0.24297140000002623
1751371884000,-0.24297140000002623
1751371885000,-0.24297140000002623
1751371886001,-0.24297140000002623
1751371887000,-0.24297140000002623
1751371888000,-0.24297140000002623
1751371889000,-0.24297140000002623
1751371890002,-0.24297140000002623
1751371891000,-0.24297140000002623
1751371892000,-0.24297140000002623
1751371893000,-0.24297140000002623
1751371894000,-0.24297140000002623
1751371895000,-0.24297140000002623
1751371896000,-0.24297140000002623
1751371897000,-0.24297140000002623
1751371898001,-0.24297140000002623
1751371899001,-0.24297140000002623
1751371900000,-0.24297140000002623
1751371901000,-0.24297140000002623
1751371902000,-0.24297140000002623
1751371903000,-0.24297140000002623
1751371904001,-0.24297140000002623
1751371905000,-0.24297140000002623
1751371906003,-0.24297140000002623
1751371907002,-0.24297140000002623
1751371908000,-0.24297140000002623
1751371909000,-0.24297140000002623
1751371910000,-0.24297140000002623
1751371911001,-0.24297140000002623
1751371912001,-0.24297140000002623
1751371913000,-0.24297140000002623
1751371914002,-0.24297140000002623
1751371915003,-0.24297140000002623
1751371916001,-0.24297140000002623
1751371917001,-0.24297140000002623
1751371918000,-0.24297140000002623
1751371919000,-0.24297140000002623
1751371920000,-0.24297140000002623
1751371921000,-0.24297140000002623
1751371922001,-0.24297140000002623
1751371923000,-0.24297140000002623
1751371924003,-0.24297140000002623
1751371925000,-0.24297140000002623
1751371926003,-0.24297140000002623
1751371927000,-0.24297140000002623
1751371928001,-0.24297140000002623
1751371929000,-0.24297140000002623
1751371930001,-0.24297140000002623
1751371931000,-0.24297140000002623
1751371932000,-0.24297140000002623
1751371933002,-0.24297140000002623
1751371934001,-0.24297140000002623
1751371935000,-0.24297140000002623
1751371936002,-0.24297140000002623
1751371937000,-0.24297140000002623
1751371938001,-0.24297140000002623
1751371939000,-0.24297140000002623
1751371940001,-0.24297140000002623
1751371941000,-0.24297140000002623
1751371942000,-0.24297140000002623
1751371943001,-0.24297140000002623
1751371944000,-0.24297140000002623
1751371945004,-0.24297140000002623
1751371946000,-0.24297140000002623
1751371947000,-0.24297140000002623
1751371948000,-0.24297140000002623
1751371949001,-0.24297140000002623
1751371950000,-0.24297140000002623
1751371951000,-0.24297140000002623
1751371952000,-0.24297140000002623
1751371953002,-0.24297140000002623
1751371954000,-0.24297140000002623
1751371955000,-0.24297140000002623
1751371956000,-0.24297140000002623
1751371957002,-0.24297140000002623
1751371958000,-0.24297140000002623
1751371959000,-0.24297140000002623
1751371960002,-0.24297140000002623
1751371961000,-0.24297140000002623
1751371962002,-0.24297140000002623
1751371963000,-0.24297140000002623
1751371964000,-0.24297140000002623
1751371965000,-0.24297140000002623
1751371966000,-0.24297140000002623
1751371967000,-0.24297140000002623
1751371968000,-0.24297140000002623
1751371969000,-0.24297140000002623
1751371970001,-0.24297140000002623
1751371971000,-0.24297140000002623
1751371972002,-0.24297140000002623
1751371973001,-0.24297140000002623
1751371974002,-0.24297140000002623
1751371975001,-0.24297140000002623
1751371976002,-0.24297140000002623
1751371977000,-0.24297140000002623
1751371978001,-0.24297140000002623
1751371979001,-0.24297140000002623
1751371980000,-0.24297140000002623
1751371981002,-0.24297140000002623
1751371982000,-0.24297140000002623
1751371983002,-0.24297140000002623
1751371984003,-0.24297140000002623
1751371985003,-0.24297140000002623
1751371986000,-0.24297140000002623
1751371987001,-0.24297140000002623
1751371988000,-0.24297140000002623
1751371989001,-0.24297140000002623
1751371990001,-0.24297140000002623
1751371991001,-0.24297140000002623
1751371992000,-0.24297140000002623
1751371993000,-0.24297140000002623
1751371994000,-0.24297140000002623
1751371995000,-0.24297140000002623
1751371996002,-0.24297140000002623
1751371997000,-0.24297140000002623
1751371998000,-0.24297140000002623
1751371999001,-0.24297140000002623
1751372000000,-0.24297140000002623
1751372001001,-0.24297140000002623
1751372002000,-0.24297140000002623
1751372003001,-0.24297140000002623
1751372004001,-0.24297140000002623
1751372005001,-0.24297140000002623
1751372006000,-0.24297140000002623
1751372007003,-0.24297140000002623
1751372008000,-0.24297140000002623
1751372009000,-0.24297140000002623
1751372010000,-0.24297140000002623
1751372011000,-0.24297140000002623
1751372012000,-0.24297140000002623
1751372013003,-0.24297140000002623
1751372014000,-0.24297140000002623
1751372015002,-0.24297140000002623
1751372016000,-0.24297140000002623
1751372017002,-0.24297140000002623
1751372018000,-0.24297140000002623
1751372019002,-0.24297140000002623
1751372020000,-0.24297140000002623
1751372021003,-0.24297140000002623
1751372022001,-0.24297140000002623
1751372023001,-0.24297140000002623
1751372024001,-0.24297140000002623
1751372025001,-0.24297140000002623
1751372026000,-0.24297140000002623
1751372027000,-0.24297140000002623
1751372028001,-0.24297140000002623
1751372029000,-0.24297140000002623
1751372030000,-0.24297140000002623
1751372031002,-0.24297140000002623
1751372032001,-0.24297140000002623
1751372033000,-0.24297140000002623
1751372034000,-0.24297140000002623
1751372035003,-0.24297140000002623
1751372036000,-0.24297140000002623
1751372037001,-0.24297140000002623
1751372038002,-0.24297140000002623
1751372039001,-0.24297140000002623
1751372040000,-0.24297140000002623
1751372041000,-0.24297140000002623
1751372042002,-0.24297140000002623
1751372043001,-0.24297140000002623
1751372044000,-0.24297140000002623
1751372045002,-0.24297140000002623
1751372046003,-0.24297140000002623
1751372047000,-0.24297140000002623
1751372048002,-0.24297140000002623
1751372049000,-0.24297140000002623
1751372050001,-0.24297140000002623
1751372051000,-0.24297140000002623
1751372052003,-0.24297140000002623
1751372053000,-0.24297140000002623
1751372054002,-0.24297140000002623
1751372055000,-0.24297140000002623
1751372056000,-0.24297140000002623
1751372057003,-0.24297140000002623
1751372058001,-0.24297140000002623
1751372059000,-0.24297140000002623
1751372060003,-0.24297140000002623
1751372061000,-0.24297140000002623
1751372062002,-0.24297140000002623
1751372063000,-0.24297140000002623
1751372064003,-0.24297140000002623
1751372065000,-0.24297140000002623
1751372066001,-0.24297140000002623
1751372067000,-0.24297140000002623
1751372068001,-0.24297140000002623
1751372069000,-0.24297140000002623
1751372070001,-0.24297140000002623
1751372071002,-0.24297140000002623
1751372072000,-0.24297140000002623
1751372073000,-0.24297140000002623
1751372074001,-0.24297140000002623
1751372075000,-0.24297140000002623
1751372076000,-0.24297140000002623
1751372077000,-0.24297140000002623
1751372078001,-0.24297140000002623
1751372079000,-0.24297140000002623
1751372080000,-0.24297140000002623
1751372081002,-0.24297140000002623
1751372082002,-0.24297140000002623
1751372083000,-0.24297140000002623
