day,status,runtime_s,events,depth,trades,mark,ticker,open_interest,liquidations,out_of_order,duplicates,outside_window,final_id_nonmonotonic,prev_id_mismatch,book_checks,book_crossed,book_missing_side,spread_min,spread_mean,spread_max,fills,round_trips,win_rate,net_pnl_usdt,gross_pnl_usdt,fees_usdt,realized_pnl_usdt,fees_paid_usdt,max_drawdown_usdt,eq_min,eq_max,error
2025-07-01,OK,489.493,3060873,845967,2044106,86400,83150,288,962,0,1419502,0,0,0,169,0,0,0.09999999999126885,0.10769230769332375,1.3999999999941792,48,47,0.1702127659574468,-3.996172649999991,1.0049000000000095,5.00107265,-4.0019898430379905,5.00107265,-4.420756393038002,-4.218276493037997,0.20247990000000582,
